city_id,city,country_id,last_update
528,Tarlac,75,2025-01-29 21:20:28.425555
529,Tarsus,97,2025-01-29 21:20:28.425555
530,Tartu,30,2025-01-29 21:20:28.425555
531,Teboksary,80,2025-01-29 21:20:28.425555
532,Tegal,45,2025-01-29 21:20:28.425555
533,Tel Aviv-Jaffa,48,2025-01-29 21:20:28.425555
534,Tete,63,2025-01-29 21:20:28.425555
535,Tianjin,23,2025-01-29 21:20:28.425555
536,Tiefa,23,2025-01-29 21:20:28.425555
537,Tieli,23,2025-01-29 21:20:28.425555
538,Tokat,97,2025-01-29 21:20:28.425555
539,Tonghae,86,2025-01-29 21:20:28.425555
540,Tongliao,23,2025-01-29 21:20:28.425555
541,Torren,60,2025-01-29 21:20:28.425555
542,Touliu,92,2025-01-29 21:20:28.425555
543,Toulon,34,2025-01-29 21:20:28.425555
544,Toulouse,34,2025-01-29 21:20:28.425555
545,Trshavn,32,2025-01-29 21:20:28.425555
546,Tsaotun,92,2025-01-29 21:20:28.425555
547,Tsuyama,50,2025-01-29 21:20:28.425555
548,Tuguegarao,75,2025-01-29 21:20:28.425555
549,Tychy,76,2025-01-29 21:20:28.425555
550,Udaipur,44,2025-01-29 21:20:28.425555
551,Udine,49,2025-01-29 21:20:28.425555
552,Ueda,50,2025-01-29 21:20:28.425555
553,Uijongbu,86,2025-01-29 21:20:28.425555
554,Uluberia,44,2025-01-29 21:20:28.425555
555,Urawa,50,2025-01-29 21:20:28.425555
556,Uruapan,60,2025-01-29 21:20:28.425555
557,Usak,97,2025-01-29 21:20:28.425555
558,Usolje-Sibirskoje,80,2025-01-29 21:20:28.425555
559,Uttarpara-Kotrung,44,2025-01-29 21:20:28.425555
560,Vaduz,55,2025-01-29 21:20:28.425555
561,Valencia,104,2025-01-29 21:20:28.425555
562,Valle de la Pascua,104,2025-01-29 21:20:28.425555
563,Valle de Santiago,60,2025-01-29 21:20:28.425555
564,Valparai,44,2025-01-29 21:20:28.425555
565,Vancouver,20,2025-01-29 21:20:28.425555
566,Varanasi (Benares),44,2025-01-29 21:20:28.425555
567,Vicente Lpez,6,2025-01-29 21:20:28.425555
568,Vijayawada,44,2025-01-29 21:20:28.425555
569,Vila Velha,15,2025-01-29 21:20:28.425555
570,Vilnius,56,2025-01-29 21:20:28.425555
571,Vinh,105,2025-01-29 21:20:28.425555
572,Vitria de Santo Anto,15,2025-01-29 21:20:28.425555
573,Warren,103,2025-01-29 21:20:28.425555
574,Weifang,23,2025-01-29 21:20:28.425555
575,Witten,38,2025-01-29 21:20:28.425555
576,Woodridge,8,2025-01-29 21:20:28.425555
577,Wroclaw,76,2025-01-29 21:20:28.425555
578,Xiangfan,23,2025-01-29 21:20:28.425555
579,Xiangtan,23,2025-01-29 21:20:28.425555
580,Xintai,23,2025-01-29 21:20:28.425555
581,Xinxiang,23,2025-01-29 21:20:28.425555
582,Yamuna Nagar,44,2025-01-29 21:20:28.425555
583,Yangor,65,2025-01-29 21:20:28.425555
584,Yantai,23,2025-01-29 21:20:28.425555
585,Yaound,19,2025-01-29 21:20:28.425555
586,Yerevan,7,2025-01-29 21:20:28.425555
587,Yinchuan,23,2025-01-29 21:20:28.425555
588,Yingkou,23,2025-01-29 21:20:28.425555
589,York,102,2025-01-29 21:20:28.425555
590,Yuncheng,23,2025-01-29 21:20:28.425555
591,Yuzhou,23,2025-01-29 21:20:28.425555
592,Zalantun,23,2025-01-29 21:20:28.425555
593,Zanzibar,93,2025-01-29 21:20:28.425555
594,Zaoyang,23,2025-01-29 21:20:28.425555
595,Zapopan,60,2025-01-29 21:20:28.425555
596,Zaria,69,2025-01-29 21:20:28.425555
597,Zeleznogorsk,80,2025-01-29 21:20:28.425555
598,Zhezqazghan,51,2025-01-29 21:20:28.425555
599,Zhoushan,23,2025-01-29 21:20:28.425555
600,Ziguinchor,83,2025-01-29 21:20:28.425555
